scenario,seed,tick,warmup,category,tier,price,units,sold,blocked,unaffordable,mix_share
credit_high,2,3,1,clothing,standard,393.34,67,67,43,6,0.462069
credit_high,2,3,1,clothing,premium,662.24,33,11,0,3,0.075862
credit_high,2,3,1,hobby,budget,370.98,33,33,13,3,0.423077
credit_high,2,3,1,hobby,standard,586.34,33,33,14,2,0.423077
credit_high,2,3,1,hobby,premium,1014.04,17,12,0,3,0.153846
credit_high,2,3,1,electronics,budget,595.35,11,11,12,2,0.392857
credit_high,2,3,1,electronics,standard,890.93,11,11,6,3,0.392857
credit_high,2,3,1,electronics,premium,1487.70,6,6,1,1,0.214286
credit_high,2,3,1,appliances,budget,529.20,4,4,7,0,0.400000
credit_high,2,3,1,appliances,standard,789.25,4,4,3,1,0.400000
credit_high,2,3,1,appliances,premium,1333.80,2,2,0,1,0.200000
credit_high,2,4,1,food,budget,184.27,400,397,0,0,0.398195
credit_high,2,4,1,food,standard,321.27,400,400,89,15,0.401204
credit_high,2,4,1,food,premium,525.34,200,200,119,21,0.200602
credit_high,2,4,1,leisure,budget,120.10,400,376,0,1,0.385246
credit_high,2,4,1,leisure,standard,205.72,400,400,27,17,0.409836
credit_high,2,4,1,leisure,premium,351.57,200,200,91,5,0.204918
credit_high,2,4,1,clothing,budget,269.54,67,67,26,9,0.401198
credit_high,2,4,1,clothing,standard,405.96,67,67,47,3,0.401198
credit_high,2,4,1,clothing,premium,640.16,33,33,18,7,0.197605
credit_high,2,4,1,hobby,budget,378.29,33,30,0,2,0.375000
credit_high,2,4,1,hobby,standard,598.78,33,33,10,3,0.412500
credit_high,2,4,1,hobby,premium,999.13,17,17,4,1,0.212500
credit_high,2,4,1,electronics,budget,625.12,11,11,7,6,0.392857
credit_high,2,4,1,electronics,standard,915.22,11,11,9,2,0.392857
credit_high,2,4,1,electronics,premium,1500.10,6,6,5,2,0.214286
credit_high,2,4,1,appliances,budget,555.66,4,4,9,1,0.400000
credit_high,2,4,1,appliances,standard,818.85,4,4,4,0,0.400000
credit_high,2,4,1,appliances,premium,1333.80,2,2,1,2,0.200000
credit_high,2,5,1,food,budget,184.20,400,398,0,0,0.398798
credit_high,2,5,1,food,standard,324.84,400,400,29,26,0.400802
credit_high,2,5,1,food,premium,540.97,200,200,67,18,0.200401
credit_high,2,5,1,leisure,budget,119.74,400,389,0,0,0.393327
credit_high,2,5,1,leisure,standard,206.42,400,400,7,19,0.404449
credit_high,2,5,1,leisure,premium,359.57,200,200,41,10,0.202224
credit_high,2,5,1,clothing,budget,274.77,67,67,22,14,0.401198
credit_high,2,5,1,clothing,standard,420.20,67,67,24,9,0.401198
credit_high,2,5,1,clothing,premium,657.62,33,33,19,3,0.197605
credit_high,2,5,1,hobby,budget,376.57,33,28,0,6,0.378378
credit_high,2,5,1,hobby,standard,607.85,33,29,0,4,0.391892
credit_high,2,5,1,hobby,premium,1010.88,17,17,6,3,0.229730
credit_high,2,5,1,electronics,budget,645.01,11,11,0,9,0.458333
credit_high,2,5,1,electronics,standard,952.66,11,11,5,5,0.458333
credit_high,2,5,1,electronics,premium,1562.60,6,2,0,3,0.083333
credit_high,2,5,1,appliances,budget,583.44,4,4,8,0,0.400000
credit_high,2,5,1,appliances,standard,859.79,4,4,3,1,0.400000
credit_high,2,5,1,appliances,premium,1367.14,2,2,0,1,0.200000
credit_high,2,6,1,food,budget,184.16,400,396,0,0,0.397590
credit_high,2,6,1,food,standard,326.02,400,400,54,20,0.401606
credit_high,2,6,1,food,premium,550.03,200,200,22,11,0.200803
credit_high,2,6,1,leisure,budget,119.58,400,386,0,0,0.391481
credit_high,2,6,1,leisure,standard,206.60,400,400,32,13,0.405680
credit_high,2,6,1,leisure,premium,363.25,200,200,16,6,0.202840
credit_high,2,6,1,clothing,budget,279.28,67,67,9,19,0.401198
credit_high,2,6,1,clothing,standard,427.73,67,67,25,6,0.401198
credit_high,2,6,1,clothing,premium,676.55,33,33,13,0,0.197605
credit_high,2,6,1,hobby,budget,373.72,33,27,0,7,0.364865
credit_high,2,6,1,hobby,standard,604.17,33,30,0,4,0.405405
credit_high,2,6,1,hobby,premium,1028.72,17,17,1,4,0.229730
credit_high,2,6,1,electronics,budget,645.01,11,6,0,9,0.400000
credit_high,2,6,1,electronics,standard,974.32,11,3,0,6,0.200000
credit_high,2,6,1,electronics,premium,1510.51,6,6,2,0,0.400000
credit_high,2,6,1,appliances,budget,612.62,4,4,10,1,0.400000
credit_high,2,6,1,appliances,standard,892.03,4,4,4,0,0.400000
credit_high,2,6,1,appliances,premium,1367.14,2,2,0,0,0.200000
credit_high,2,7,1,food,budget,184.06,400,400,0,0,0.400000
credit_high,2,7,1,food,standard,328.22,400,400,6,33,0.400000
credit_high,2,7,1,food,premium,553.06,200,200,19,12,0.200000
credit_high,2,7,1,leisure,budget,119.37,400,390,0,2,0.393939
credit_high,2,7,1,leisure,standard,207.42,400,400,3,18,0.404040
credit_high,2,7,1,leisure,premium,364.71,200,200,12,5,0.202020
credit_high,2,7,1,clothing,budget,281.15,67,51,0,22,0.408000
credit_high,2,7,1,clothing,standard,435.71,67,41,0,11,0.328000
credit_high,2,7,1,clothing,premium,689.88,33,33,1,2,0.264000
credit_high,2,7,1,hobby,budget,370.32,33,33,10,7,0.452055
credit_high,2,7,1,hobby,standard,601.42,33,28,0,4,0.383562
credit_high,2,7,1,hobby,premium,1031.75,17,12,0,3,0.164384
credit_high,2,7,1,electronics,budget,630.35,11,10,0,11,0.370370
credit_high,2,7,1,electronics,standard,938.89,11,11,4,5,0.407407
credit_high,2,7,1,electronics,premium,1535.69,6,6,2,2,0.222222
credit_high,2,7,1,appliances,budget,643.25,4,4,4,3,0.400000
credit_high,2,7,1,appliances,standard,936.63,4,4,2,2,0.400000
credit_high,2,7,1,appliances,premium,1367.14,2,2,3,0,0.200000
credit_high,2,8,1,food,budget,184.06,400,399,0,0,0.399399
credit_high,2,8,1,food,standard,328.47,400,400,41,28,0.400400
credit_high,2,8,1,food,premium,555.69,200,200,5,9,0.200200
credit_high,2,8,1,leisure,budget,119.22,400,400,6,0,0.409417
credit_high,2,8,1,leisure,standard,207.50,400,400,45,22,0.409417
credit_high,2,8,1,leisure,premium,365.80,200,177,0,6,0.181167
credit_high,2,8,1,clothing,budget,277.80,67,56,0,25,0.411765
credit_high,2,8,1,clothing,standard,427.26,67,67,13,9,0.492647
credit_high,2,8,1,clothing,premium,690.92,33,13,0,2,0.095588
credit_high,2,8,1,hobby,budget,375.93,33,25,0,16,0.357143
credit_high,2,8,1,hobby,standard,596.87,33,29,0,4,0.414286
credit_high,2,8,1,hobby,premium,1016.58,17,16,0,0,0.228571
credit_high,2,8,1,electronics,budget,627.48,11,11,9,13,0.458333
credit_high,2,8,1,electronics,standard,955.96,11,11,5,5,0.458333
credit_high,2,8,1,electronics,premium,1561.28,6,2,0,3,0.083333
credit_high,2,8,1,appliances,budget,675.41,4,3,0,2,0.333333
credit_high,2,8,1,appliances,standard,960.05,4,4,3,0,0.444444
credit_high,2,8,1,appliances,premium,1435.50,2,2,1,1,0.222222
credit_high,2,9,1,food,budget,184.04,400,398,0,0,0.398798
credit_high,2,9,1,food,standard,330.15,400,400,28,29,0.400802
credit_high,2,9,1,food,premium,556.38,200,200,33,12,0.200401
credit_high,2,9,1,leisure,budget,119.31,400,390,0,0,0.393939
credit_high,2,9,1,leisure,standard,208.67,400,400,18,16,0.404040
credit_high,2,9,1,leisure,premium,363.70,200,200,29,8,0.202020
credit_high,2,9,1,clothing,budget,275.52,67,65,0,32,0.451389
credit_high,2,9,1,clothing,standard,431.40,67,46,0,9,0.319444
credit_high,2,9,1,clothing,premium,669.99,33,33,15,1,0.229167
credit_high,2,9,1,hobby,budget,371.38,33,33,6,15,0.397590
credit_high,2,9,1,hobby,standard,593.25,33,33,8,1,0.397590
credit_high,2,9,1,hobby,premium,1013.59,17,17,5,1,0.204819
credit_high,2,9,1,electronics,budget,653.15,11,11,7,13,0.392857
credit_high,2,9,1,electronics,standard,977.68,11,11,7,4,0.392857
credit_high,2,9,1,electronics,premium,1509.24,6,6,1,4,0.214286
credit_high,2,9,1,appliances,budget,666.97,4,4,7,7,0.666667
credit_high,2,9,1,appliances,standard,996.05,4,1,0,3,0.166667
credit_high,2,9,1,appliances,premium,1471.39,2,1,0,0,0.166667
credit_high,2,10,1,food,budget,183.99,400,400,22,0,0.409836
credit_high,2,10,1,food,standard,331.31,400,382,0,31,0.391393
credit_high,2,10,1,food,premium,560.97,200,194,0,21,0.198770
credit_high,2,10,1,leisure,budget,119.16,400,394,0,1,0.400000
credit_high,2,10,1,leisure,standard,209.14,400,391,0,23,0.396954
credit_high,2,10,1,leisure,premium,366.33,200,200,10,7,0.203046
credit_high,2,10,1,clothing,budget,275.10,67,67,10,32,0.424051
credit_high,2,10,1,clothing,standard,424.64,67,67,32,4,0.424051
credit_high,2,10,1,clothing,premium,685.21,33,24,0,7,0.151899
credit_high,2,10,1,hobby,budget,374.75,33,33,13,16,0.397590
credit_high,2,10,1,hobby,standard,600.44,33,33,14,3,0.397590
credit_high,2,10,1,hobby,premium,1028.49,17,17,5,2,0.204819
credit_high,2,10,1,electronics,budget,673.94,11,11,6,10,0.392857
credit_high,2,10,1,electronics,standard,1008.79,11,11,2,8,0.392857
credit_high,2,10,1,electronics,premium,1521.82,6,6,1,6,0.214286
credit_high,2,10,1,appliances,budget,700.31,4,4,2,5,0.444444
credit_high,2,10,1,appliances,standard,958.70,4,4,2,2,0.444444
credit_high,2,10,1,appliances,premium,1434.61,2,1,0,3,0.111111
credit_high,2,11,1,food,budget,184.50,400,398,0,0,0.398798
credit_high,2,11,1,food,standard,330.56,400,400,19,33,0.400802
credit_high,2,11,1,food,premium,560.13,200,200,2,17,0.200401
credit_high,2,11,1,leisure,budget,119.07,400,386,0,0,0.391481
credit_high,2,11,1,leisure,standard,208.90,400,400,10,27,0.405680
credit_high,2,11,1,leisure,premium,367.25,200,200,4,10,0.202840
credit_high,2,11,1,clothing,budget,277.16,67,67,5,32,0.401198
credit_high,2,11,1,clothing,standard,434.78,67,67,8,13,0.401198
credit_high,2,11,1,clothing,premium,675.87,33,33,23,8,0.197605
credit_high,2,11,1,hobby,budget,382.13,33,33,6,16,0.397590
credit_high,2,11,1,hobby,standard,613.18,33,33,7,4,0.397590
credit_high,2,11,1,hobby,premium,1043.62,17,17,0,5,0.204819
credit_high,2,11,1,electronics,budget,692.32,11,7,0,13,0.291667
credit_high,2,11,1,electronics,standard,1017.96,11,11,0,7,0.458333
credit_high,2,11,1,electronics,premium,1534.50,6,6,6,4,0.250000
credit_high,2,11,1,appliances,budget,717.82,4,4,4,5,0.400000
credit_high,2,11,1,appliances,standard,982.67,4,4,3,1,0.400000
credit_high,2,11,1,appliances,premium,1398.74,2,2,2,2,0.200000
credit_high,2,12,1,food,budget,184.45,400,399,0,0,0.399399
credit_high,2,12,1,food,standard,331.35,400,400,6,32,0.400400
credit_high,2,12,1,food,premium,560.41,200,200,2,14,0.200200
credit_high,2,12,1,leisure,budget,118.86,400,400,9,1,0.407332
credit_high,2,12,1,leisure,standard,209.16,400,392,0,22,0.399185
credit_high,2,12,1,leisure,premium,367.62,200,190,0,10,0.193483
credit_high,2,12,1,clothing,budget,278.19,67,67,5,37,0.408537
credit_high,2,12,1,clothing,standard,437.38,67,67,2,9,0.408537
credit_high,2,12,1,clothing,premium,699.42,33,30,0,5,0.182927
credit_high,2,12,1,hobby,budget,385.61,33,32,0,17,0.390244
credit_high,2,12,1,hobby,standard,619.68,33,33,0,3,0.402439
credit_high,2,12,1,hobby,premium,1043.62,17,17,5,2,0.207317
credit_high,2,12,1,electronics,budget,679.73,11,9,0,18,0.391304
credit_high,2,12,1,electronics,standard,1017.96,11,11,3,2,0.478261
credit_high,2,12,1,electronics,premium,1611.23,6,3,0,2,0.130435
credit_high,2,12,1,appliances,budget,753.71,4,4,3,3,0.400000
credit_high,2,12,1,appliances,standard,1019.52,4,4,2,2,0.400000
credit_high,2,12,1,appliances,premium,1468.68,2,2,3,1,0.200000
credit_high,2,13,1,food,budget,184.43,400,400,17,0,0.407747
credit_high,2,13,1,food,standard,331.60,400,399,0,33,0.406728
credit_high,2,13,1,food,premium,560.69,200,182,0,21,0.185525
credit_high,2,13,1,leisure,budget,119.00,400,397,0,0,0.402229
credit_high,2,13,1,leisure,standard,208.95,400,397,0,31,0.402229
credit_high,2,13,1,leisure,premium,366.70,200,193,0,10,0.195542
credit_high,2,13,1,clothing,budget,279.23,67,55,0,37,0.401460
credit_high,2,13,1,clothing,standard,438.03,67,53,0,10,0.386861
credit_high,2,13,1,clothing,premium,696.24,33,29,0,4,0.211679
credit_high,2,13,1,hobby,budget,385.02,33,22,0,16,0.379310
credit_high,2,13,1,hobby,standard,619.68,33,27,0,2,0.465517
credit_high,2,13,1,hobby,premium,1058.96,17,9,0,3,0.155172
credit_high,2,13,1,electronics,budget,673.55,11,11,5,17,0.392857
credit_high,2,13,1,electronics,standard,1031.84,11,11,1,6,0.392857
credit_high,2,13,1,electronics,premium,1570.95,6,6,2,5,0.214286
credit_high,2,13,1,appliances,budget,781.98,4,2,0,4,0.250000
credit_high,2,13,1,appliances,standard,1045.00,4,4,2,0,0.500000
credit_high,2,13,1,appliances,premium,1542.11,2,2,1,3,0.250000
credit_high,2,14,1,food,budget,184.82,400,400,4,0,0.402010
credit_high,2,14,1,food,standard,331.55,400,400,29,37,0.402010
credit_high,2,14,1,food,premium,558.17,200,195,0,16,0.195980
credit_high,2,14,1,leisure,budget,118.95,400,400,10,1,0.407747
credit_high,2,14,1,leisure,standard,208.88,400,400,32,22,0.407747
credit_high,2,14,1,leisure,premium,366.06,200,181,0,10,0.184506
credit_high,2,14,1,clothing,budget,276.73,67,55,0,36,0.392857
credit_high,2,14,1,clothing,standard,433.45,67,55,0,13,0.392857
credit_high,2,14,1,clothing,premium,692.02,33,30,0,3,0.214286
credit_high,2,14,1,hobby,budget,378.61,33,33,14,16,0.478261
credit_high,2,14,1,hobby,standard,614.05,33,21,0,2,0.304348
credit_high,2,14,1,hobby,premium,1034.05,17,15,0,2,0.217391
credit_high,2,14,1,electronics,budget,688.86,11,10,0,20,0.370370
credit_high,2,14,1,electronics,standard,1036.53,11,11,7,2,0.407407
credit_high,2,14,1,electronics,premium,1597.13,6,6,1,6,0.222222
credit_high,2,14,1,appliances,budget,762.43,4,4,1,7,0.500000
credit_high,2,14,1,appliances,standard,1071.13,4,4,3,1,0.500000
credit_high,2,14,1,appliances,premium,1580.66,2,0,0,0,0.000000
credit_high,2,15,1,food,budget,184.92,400,400,0,0,0.400000
credit_high,2,15,1,food,standard,332.76,400,400,5,33,0.400000
credit_high,2,15,1,food,premium,557.47,200,200,11,17,0.200000
credit_high,2,15,1,leisure,budget,119.10,400,393,0,0,0.395770
credit_high,2,15,1,leisure,standard,209.71,400,400,9,17,0.402820
credit_high,2,15,1,leisure,premium,364.32,200,200,10,15,0.201410
credit_high,2,15,1,clothing,budget,274.25,67,55,0,37,0.392857
credit_high,2,15,1,clothing,standard,429.57,67,64,0,6,0.457143
credit_high,2,15,1,clothing,premium,688.88,33,21,0,3,0.150000
credit_high,2,15,1,hobby,budget,386.64,33,33,12,17,0.434211
credit_high,2,15,1,hobby,standard,602.88,33,33,22,2,0.434211
credit_high,2,15,1,hobby,premium,1027.96,17,10,0,5,0.131579
credit_high,2,15,1,electronics,budget,685.72,11,9,0,21,0.375000
credit_high,2,15,1,electronics,standard,1069.51,11,9,0,5,0.375000
credit_high,2,15,1,electronics,premium,1610.44,6,6,2,6,0.250000
credit_high,2,15,1,appliances,budget,771.96,4,3,0,7,0.375000
credit_high,2,15,1,appliances,standard,1111.30,4,3,0,3,0.375000
credit_high,2,15,1,appliances,premium,1501.63,2,2,2,1,0.250000
credit_high,2,16,1,food,budget,184.92,400,400,18,0,0.407332
credit_high,2,16,1,food,standard,332.96,400,390,0,37,0.397149
credit_high,2,16,1,food,premium,559.00,200,192,0,22,0.195519
credit_high,2,16,1,leisure,budget,119.00,400,396,0,0,0.398792
credit_high,2,16,1,leisure,standard,209.95,400,397,0,17,0.399799
credit_high,2,16,1,leisure,premium,365.23,200,200,3,8,0.201410
credit_high,2,16,1,clothing,budget,271.80,67,67,0,38,0.401198
credit_high,2,16,1,clothing,standard,428.61,67,67,8,7,0.401198
credit_high,2,16,1,clothing,premium,676.35,33,33,14,9,0.197605
credit_high,2,16,1,hobby,budget,393.67,33,33,14,15,0.417722
credit_high,2,16,1,hobby,standard,622.98,33,33,21,2,0.417722
credit_high,2,16,1,hobby,premium,1006.80,17,13,0,3,0.164557
credit_high,2,16,1,electronics,budget,679.49,11,11,16,22,0.523810
credit_high,2,16,1,electronics,standard,1059.79,11,8,0,3,0.380952
credit_high,2,16,1,electronics,premium,1637.28,6,2,0,5,0.095238
credit_high,2,16,1,appliances,budget,762.31,4,3,0,8,0.375000
credit_high,2,16,1,appliances,standard,1097.41,4,4,1,2,0.500000
credit_high,2,16,1,appliances,premium,1576.71,2,1,0,4,0.125000
credit_high,2,17,1,food,budget,185.33,400,400,18,0,0.407747
credit_high,2,17,1,food,standard,332.55,400,400,20,40,0.407747
credit_high,2,17,1,food,premium,557.88,200,181,0,19,0.184506
credit_high,2,17,1,leisure,budget,118.94,400,400,8,1,0.408163
credit_high,2,17,1,leisure,standard,209.87,400,400,8,25,0.408163
credit_high,2,17,1,leisure,premium,365.50,200,180,0,14,0.183673
credit_high,2,17,1,clothing,budget,271.80,67,67,5,43,0.426752
credit_high,2,17,1,clothing,standard,431.17,67,67,12,6,0.426752
credit_high,2,17,1,clothing,premium,690.70,33,23,0,5,0.146497
credit_high,2,17,1,hobby,budget,402.02,33,33,5,14,0.397590
credit_high,2,17,1,hobby,standard,642.80,33,33,3,3,0.397590
credit_high,2,17,1,hobby,premium,994.96,17,17,10,7,0.204819
credit_high,2,17,1,electronics,budget,713.47,11,11,1,24,0.392857
credit_high,2,17,1,electronics,standard,1045.34,11,11,6,5,0.392857
credit_high,2,17,1,electronics,premium,1582.70,6,6,4,4,0.214286
credit_high,2,17,1,appliances,budget,752.78,4,4,2,13,0.666667
credit_high,2,17,1,appliances,standard,1111.12,4,0,0,2,0.000000
credit_high,2,17,1,appliances,premium,1537.29,2,2,0,0,0.333333
credit_high,2,18,1,food,budget,185.75,400,400,21,0,0.408998
credit_high,2,18,1,food,standard,333.38,400,378,0,33,0.386503
credit_high,2,18,1,food,premium,555.23,200,200,17,19,0.204499
credit_high,2,18,1,leisure,budget,119.06,400,400,46,0,0.423280
credit_high,2,18,1,leisure,standard,210.08,400,347,0,19,0.367196
credit_high,2,18,1,leisure,premium,363.67,200,198,0,14,0.209524
credit_high,2,18,1,clothing,budget,272.81,67,67,15,37,0.424051
credit_high,2,18,1,clothing,standard,435.03,67,58,0,12,0.367089
credit_high,2,18,1,clothing,premium,680.23,33,33,10,4,0.208861
credit_high,2,18,1,hobby,budget,405.06,33,27,0,15,0.350649
credit_high,2,18,1,hobby,standard,645.72,33,33,3,3,0.428571
credit_high,2,18,1,hobby,premium,1024.22,17,17,7,5,0.220779
credit_high,2,18,1,electronics,budget,716.71,11,11,2,23,0.478261
credit_high,2,18,1,electronics,standard,1073.85,11,11,2,7,0.478261
credit_high,2,18,1,electronics,premium,1635.46,6,1,0,3,0.043478
credit_high,2,18,1,appliances,budget,771.60,4,2,0,6,0.400000
credit_high,2,18,1,appliances,standard,1055.57,4,1,0,2,0.200000
credit_high,2,18,1,appliances,premium,1537.29,2,2,1,0,0.400000
credit_high,2,19,1,food,budget,186.24,400,400,15,0,0.406918
credit_high,2,19,1,food,standard,332.46,400,400,16,40,0.406918
credit_high,2,19,1,food,premium,557.59,200,183,0,20,0.186165
credit_high,2,19,1,leisure,budget,119.74,400,400,7,0,0.406091
credit_high,2,19,1,leisure,standard,208.69,400,400,13,29,0.406091
credit_high,2,19,1,leisure,premium,363.49,200,185,0,9,0.187817
credit_high,2,19,1,clothing,budget,275.86,67,66,0,39,0.423077
credit_high,2,19,1,clothing,standard,432.11,67,61,0,12,0.391026
credit_high,2,19,1,clothing,premium,690.54,33,29,0,5,0.185897
credit_high,2,19,1,hobby,budget,401.38,33,32,0,15,0.463768
credit_high,2,19,1,hobby,standard,648.66,33,21,0,5,0.304348
credit_high,2,19,1,hobby,premium,1045.31,17,16,0,3,0.231884
credit_high,2,19,1,electronics,budget,723.22,11,5,0,26,0.227273
credit_high,2,19,1,electronics,standard,1083.61,11,11,0,3,0.500000
credit_high,2,19,1,electronics,premium,1567.31,6,6,3,6,0.272727
credit_high,2,19,1,appliances,budget,752.31,4,4,2,12,0.444444
credit_high,2,19,1,appliances,standard,1015.98,4,4,4,0,0.444444
credit_high,2,19,1,appliances,premium,1575.73,2,1,0,2,0.111111
credit_high,2,20,0,food,budget,186.58,400,400,0,0,0.400000
credit_high,2,20,0,food,standard,333.13,400,400,12,41,0.400000
credit_high,2,20,0,food,premium,555.22,200,200,24,25,0.200000
credit_high,2,20,0,leisure,budget,119.84,400,386,0,2,0.391481
credit_high,2,20,0,leisure,standard,209.03,400,400,8,23,0.405680
credit_high,2,20,0,leisure,premium,362.13,200,200,22,14,0.202840
credit_high,2,20,0,clothing,budget,275.66,67,48,0,40,0.352941
credit_high,2,20,0,clothing,standard,430.17,67,64,0,9,0.470588
credit_high,2,20,0,clothing,premium,686.36,33,24,0,5,0.176471
credit_high,2,20,0,hobby,budget,400.77,33,24,0,16,0.352941
credit_high,2,20,0,hobby,standard,636.86,33,27,0,2,0.397059
credit_high,2,20,0,hobby,premium,1042.23,17,17,2,2,0.250000
credit_high,2,20,0,electronics,budget,703.50,11,11,0,29,0.478261
credit_high,2,20,0,electronics,standard,1083.61,11,6,0,7,0.260870
credit_high,2,20,0,electronics,premium,1606.50,6,6,1,4,0.260870
credit_high,2,20,0,appliances,budget,771.12,4,0,0,10,0.000000
credit_high,2,20,0,appliances,standard,1066.78,4,4,0,0,0.666667
credit_high,2,20,0,appliances,premium,1536.33,2,2,1,3,0.333333
credit_high,2,21,0,food,budget,186.58,400,399,0,0,0.399399
credit_high,2,21,0,food,standard,333.63,400,400,2,42,0.400400
credit_high,2,21,0,food,premium,558.55,200,200,6,17,0.200200
credit_high,2,21,0,leisure,budget,119.64,400,396,0,1,0.398390
credit_high,2,21,0,leisure,standard,209.24,400,398,0,30,0.400402
credit_high,2,21,0,leisure,premium,364.12,200,200,9,11,0.201207
credit_high,2,21,0,clothing,budget,271.75,67,64,0,42,0.453901
credit_high,2,21,0,clothing,standard,429.21,67,45,0,9,0.319149
credit_high,2,21,0,clothing,premium,677.00,33,32,0,3,0.226950
credit_high,2,21,0,hobby,budget,395.31,33,33,0,15,0.397590
credit_high,2,21,0,hobby,standard,631.07,33,33,0,5,0.397590
credit_high,2,21,0,hobby,premium,1048.36,17,17,4,1,0.204819
credit_high,2,21,0,electronics,budget,703.50,11,10,0,28,0.370370
credit_high,2,21,0,electronics,standard,1058.98,11,11,3,4,0.407407
credit_high,2,21,0,electronics,premium,1619.88,6,6,1,7,0.222222
credit_high,2,21,0,appliances,budget,732.56,4,4,7,12,0.444444
credit_high,2,21,0,appliances,standard,1066.78,4,4,2,2,0.444444
credit_high,2,21,0,appliances,premium,1574.74,2,1,0,2,0.111111
credit_high,2,22,0,food,budget,186.56,400,400,25,0,0.410256
credit_high,2,22,0,food,standard,333.71,400,392,0,41,0.402051
credit_high,2,22,0,food,premium,559.39,200,183,0,21,0.187692
credit_high,2,22,0,leisure,budget,119.58,400,399,0,0,0.403030
credit_high,2,22,0,leisure,standard,209.18,400,400,10,19,0.404040
credit_high,2,22,0,leisure,premium,364.94,200,191,0,13,0.192929
credit_high,2,22,0,clothing,budget,271.14,67,67,11,42,0.416149
credit_high,2,22,0,clothing,standard,422.16,67,67,20,11,0.416149
credit_high,2,22,0,clothing,premium,675.97,33,27,0,7,0.167702
credit_high,2,22,0,hobby,budget,395.31,33,33,1,15,0.397590
credit_high,2,22,0,hobby,standard,631.07,33,33,2,9,0.397590
credit_high,2,22,0,hobby,premium,1060.70,17,17,5,2,0.204819
credit_high,2,22,0,electronics,budget,700.30,11,11,5,26,0.500000
credit_high,2,22,0,electronics,standard,1073.42,11,5,0,6,0.227273
credit_high,2,22,0,electronics,premium,1633.38,6,6,0,4,0.272727
credit_high,2,22,0,appliances,budget,769.19,4,2,0,10,0.333333
credit_high,2,22,0,appliances,standard,1093.45,4,2,0,2,0.333333
credit_high,2,22,0,appliances,premium,1535.37,2,2,0,2,0.333333
credit_high,2,23,0,food,budget,187.14,400,400,13,0,0.405268
credit_high,2,23,0,food,standard,333.38,400,400,2,41,0.405268
credit_high,2,23,0,food,premium,557.02,200,187,0,27,0.189463
