scenario,seed,tick,warmup,cpi,cpi_food,cpi_leisure,cpi_clothing,cpi_hobby,cpi_electronics,cpi_appliances,money_stock,loans_outstanding,loans_live,pool,money_created,money_destroyed,rationed,abstainer_households,abstainer_cash,abstainer_loans_outstanding,abstainer_debt_service,abstainer_spend,abstainer_quality,abstainer_wanted,abstainer_obtained,abstainer_wait_median,abstainer_wait_median_met,abstainer_food_wanted,abstainer_food_obtained,abstainer_food_spend,abstainer_food_budget_units,abstainer_food_standard_units,abstainer_food_premium_units,abstainer_leisure_wanted,abstainer_leisure_obtained,abstainer_leisure_spend,abstainer_leisure_budget_units,abstainer_leisure_standard_units,abstainer_leisure_premium_units,abstainer_clothing_wanted,abstainer_clothing_obtained,abstainer_clothing_spend,abstainer_clothing_budget_units,abstainer_clothing_standard_units,abstainer_clothing_premium_units,abstainer_hobby_wanted,abstainer_hobby_obtained,abstainer_hobby_spend,abstainer_hobby_budget_units,abstainer_hobby_standard_units,abstainer_hobby_premium_units,abstainer_electronics_wanted,abstainer_electronics_obtained,abstainer_electronics_spend,abstainer_electronics_budget_units,abstainer_electronics_standard_units,abstainer_electronics_premium_units,abstainer_appliances_wanted,abstainer_appliances_obtained,abstainer_appliances_spend,abstainer_appliances_budget_units,abstainer_appliances_standard_units,abstainer_appliances_premium_units,borrower_households,borrower_cash,borrower_loans_outstanding,borrower_debt_service,borrower_spend,borrower_quality,borrower_wanted,borrower_obtained,borrower_wait_median,borrower_wait_median_met,borrower_food_wanted,borrower_food_obtained,borrower_food_spend,borrower_food_budget_units,borrower_food_standard_units,borrower_food_premium_units,borrower_leisure_wanted,borrower_leisure_obtained,borrower_leisure_spend,borrower_leisure_budget_units,borrower_leisure_standard_units,borrower_leisure_premium_units,borrower_clothing_wanted,borrower_clothing_obtained,borrower_clothing_spend,borrower_clothing_budget_units,borrower_clothing_standard_units,borrower_clothing_premium_units,borrower_hobby_wanted,borrower_hobby_obtained,borrower_hobby_spend,borrower_hobby_budget_units,borrower_hobby_standard_units,borrower_hobby_premium_units,borrower_electronics_wanted,borrower_electronics_obtained,borrower_electronics_spend,borrower_electronics_budget_units,borrower_electronics_standard_units,borrower_electronics_premium_units,borrower_appliances_wanted,borrower_appliances_obtained,borrower_appliances_spend,borrower_appliances_budget_units,borrower_appliances_standard_units,borrower_appliances_premium_units
credit_high,1,11,1,1.035855,1.053620,1.011980,1.017086,1.020205,1.039135,1.210328,16280724.37,31109.87,99,15307588.12,5042.30,2209.64,0,201,202844.82,0.00,0.00,129498.57,433.240000,501,455,0.000000,0.000000,201,201,64059.43,78,82,41,201,201,41148.94,80,78,43,48,36,13939.53,17,13,6,35,14,8164.12,6,6,2,13,3,2186.55,2,1,0,3,0,0.00,0,0,0,799,770291.43,31109.87,2763.75,536330.76,1725.040000,2040,1816,0.000000,0.000000,799,798,251842.02,321,318,159,799,787,157641.42,317,322,148,212,129,53001.72,50,52,27,159,69,42886.92,27,27,15,48,23,21276.06,9,10,4,23,10,9682.62,4,4,2
credit_high,1,12,1,1.037985,1.054907,1.011330,1.021346,1.032163,1.040975,1.235228,16282058.10,32443.60,109,15286992.17,3821.91,2488.18,0,201,206406.52,0.00,0.00,130582.25,429.080000,503,443,0.000000,0.000000,201,191,62226.44,70,79,42,201,198,41774.94,69,84,45,43,31,11740.92,13,15,3,40,20,12621.02,7,9,4,14,3,2218.93,2,1,0,4,0,0.00,0,0,0,799,788659.41,32443.60,3012.36,498806.38,1641.600000,2035,1748,0.000000,0.000000,799,760,232936.80,330,295,135,799,787,157829.31,326,306,155,219,123,47530.07,54,52,17,143,46,28370.37,15,24,7,55,25,24388.40,9,10,6,20,7,7751.43,1,4,2
credit_high,1,13,1,1.036579,1.052840,1.010940,1.018168,1.022764,1.055744,1.246315,16286192.36,36577.86,123,15265416.85,6845.57,2711.31,0,201,204193.50,0.00,0.00,136362.29,443.440000,497,446,0.000000,0.000000,201,198,66497.83,63,88,47,201,197,41906.20,72,76,49,42,34,16259.22,6,16,12,34,14,8582.80,6,5,3,14,2,1615.50,1,1,0,5,1,1500.74,0,0,1,799,816582.01,36577.86,3395.17,492046.97,1630.240000,2000,1740,1.000000,0.000000,799,778,241462.73,337,288,153,799,770,151464.96,328,304,138,191,117,46706.92,49,47,21,138,50,30241.50,27,10,13,53,20,17936.12,8,10,2,20,5,4234.74,4,0,1
credit_high,1,14,1,1.035050,1.053180,1.009390,1.018975,1.012001,1.046893,1.236930,16286691.92,37077.42,129,15254673.65,3551.21,3051.65,0,201,205002.61,0.00,0.00,133348.90,434.040000,489,445,1.000000,0.000000,201,199,64832.41,74,80,45,201,200,41750.96,73,82,45,29,21,9786.25,5,9,7,38,20,12749.99,9,5,6,16,5,4229.29,2,3,0,4,0,0.00,0,0,0,799,827015.66,37077.42,3584.06,505892.48,1678.240000,1998,1772,1.000000,0.000000,799,788,243948.84,326,320,142,799,788,158698.68,315,318,155,200,129,53154.71,48,55,26,127,43,25140.53,15,23,5,46,14,15054.28,5,3,6,27,10,9895.44,4,4,2
credit_high,1,15,1,1.035321,1.055853,1.010250,1.015255,0.999261,1.035180,1.285318,16290133.41,40518.91,142,15261561.28,6660.79,3219.30,0,201,208208.25,0.00,0.00,130956.85,431.400000,489,441,0.000000,0.000000,201,200,67054.52,68,83,49,201,200,41307.28,75,82,43,36,26,10665.98,11,9,6,29,10,7394.08,3,2,5,13,3,2752.24,2,0,1,9,2,1782.75,1,1,0,799,820363.88,40518.91,3945.44,525915.36,1708.760000,2020,1811,0.000000,0.000000,799,798,249328.54,330,317,151,799,783,156075.23,319,318,146,195,132,52475.72,56,52,24,150,71,41824.90,28,31,12,52,21,20862.72,6,10,5,25,6,5348.25,3,3,0
credit_high,1,16,1,1.036857,1.058807,1.010160,1.012066,1.008549,1.029615,1.287913,16291540.04,41925.54,146,15276273.20,4950.38,3543.75,0,201,199639.79,0.00,0.00,142738.58,458.520000,515,465,0.000000,0.000000,201,201,67576.93,62,94,45,201,201,42468.27,71,83,47,53,41,17971.92,12,18,11,36,17,10487.02,7,6,4,16,4,3151.92,2,2,0,8,1,1082.52,0,1,0,799,815627.05,41925.54,4061.93,521957.92,1695.840000,2000,1794,0.000000,0.000000,799,798,249878.65,337,306,155,799,790,158494.89,320,317,153,169,108,42714.69,42,49,17,145,66,39980.77,26,27,13,59,23,21668.14,9,9,5,29,9,9220.78,4,3,2
credit_high,1,17,1,1.039185,1.060853,1.010720,1.011345,1.017294,1.032190,1.329463,16291475.22,41860.72,150,15282520.84,3579.51,3644.33,0,201,197434.87,0.00,0.00,136378.29,437.040000,516,452,0.000000,0.000000,201,196,63487.40,72,84,40,201,200,41695.36,76,78,46,48,33,13241.12,16,9,8,36,15,10181.30,5,5,5,17,5,4328.27,3,1,1,13,3,3444.84,1,1,1,799,811519.51,41860.72,4206.50,519853.93,1687.560000,2008,1785,0.000000,0.000000,799,785,244227.78,328,316,141,799,784,157488.68,320,310,154,190,123,51295.23,40,58,25,136,63,37596.88,28,23,12,55,23,22054.50,8,10,5,29,7,7190.86,3,3,1
credit_high,1,18,1,1.039857,1.060287,1.010160,1.013997,1.016589,1.042782,1.367753,16292615.54,43001.04,152,15282390.99,4915.03,3774.71,0,201,196906.85,0.00,0.00,134704.27,439.840000,518,450,0.500000,0.000000,201,200,67486.83,67,84,49,201,196,41184.05,67,86,43,46,32,12424.87,14,13,5,39,20,12208.00,8,8,4,18,1,627.55,1,0,0,13,1,772.97,1,0,0,799,813317.70,43001.04,4273.93,515150.46,1687.880000,2010,1791,0.000000,0.000000,799,799,250412.33,332,316,151,799,786,156546.22,324,314,148,190,118,47420.75,52,41,25,137,63,38662.09,25,25,13,51,17,13590.45,10,6,1,34,8,8518.62,3,4,1
credit_high,1,19,1,1.040058,1.061493,1.009170,1.008198,1.027903,1.029507,1.383593,16291208.74,41594.24,155,15228585.70,2424.96,3831.76,0,201,205854.25,0.00,0.00,125231.03,408.040000,521,429,1.000000,0.000000,201,183,57805.56,74,74,35,201,190,38171.60,78,74,38,48,36,15506.09,11,16,9,35,14,8152.32,8,3,3,24,6,5595.46,2,3,1,12,0,0.00,0,0,0,799,856768.79,41594.24,4296.53,470948.26,1553.400000,2026,1677,0.000000,0.000000,799,724,218220.85,326,285,113,799,756,147788.33,322,303,131,189,111,41084.30,56,40,15,137,60,39027.96,19,27,14,66,21,19260.59,9,8,4,36,5,5566.23,3,0,2
credit_high,1,20,0,1.036436,1.057287,1.006350,1.001214,1.023650,1.046104,1.349203,16293084.11,43469.61,163,15242760.08,5724.04,3848.67,0,201,206126.70,0.00,0.00,133907.10,436.200000,505,445,2.000000,0.000000,201,201,66560.13,74,78,49,201,200,41824.40,74,79,47,33,21,10371.09,5,6,10,36,17,10645.61,7,6,4,20,5,3384.90,5,0,0,14,1,1120.97,0,1,0,799,844197.33,43469.61,4475.85,530251.86,1716.720000,2063,1810,0.000000,0.000000,799,798,250436.91,325,322,151,799,785,157660.60,311,321,153,207,136,53763.70,52,61,23,139,59,35364.47,26,22,11,76,23,23353.53,6,11,6,43,9,9672.65,4,3,2
credit_high,1,21,0,1.040852,1.062847,1.007730,1.004477,1.019998,1.071973,1.378098,16294959.50,45345.00,173,15250455.50,5879.99,4004.60,0,201,205772.68,0.00,0.00,134538.46,436.200000,512,449,1.000000,0.000000,201,201,66269.66,71,86,44,201,201,42269.97,72,82,47,38,26,9629.60,12,11,3,30,12,7953.77,5,3,4,26,9,8415.46,5,2,2,16,0,0.00,0,0,0,799,838731.32,45345.00,4736.26,523141.54,1701.880000,2065,1799,1.000000,0.000000,799,798,252395.40,328,314,156,799,788,157793.70,319,316,153,203,120,45566.66,55,47,18,145,69,42301.76,26,30,13,72,18,18288.72,5,9,4,47,6,6795.30,3,1,2
credit_high,1,22,0,1.042791,1.065760,1.007720,0.999521,1.024987,1.098628,1.351668,16295986.27,46371.77,178,15243374.75,5260.69,4233.92,0,201,204929.23,0.00,0.00,135034.27,439.040000,522,456,1.000000,0.000000,201,192,62646.66,69,84,39,201,200,41827.81,73,81,46,53,44,17572.65,18,17,9,28,12,6470.52,8,2,2,21,8,6516.63,5,3,0,18,0,0.00,0,0,0,799,847682.29,46371.77,4879.00,507869.56,1666.680000,2047,1771,1.000000,0.000000,799,776,239348.86,331,316,129,799,786,157578.23,315,319,152,191,123,49035.41,49,50,24,140,64,38765.55,25,28,11,69,15,16399.68,3,8,4,49,7,6741.83,3,4,0
credit_high,1,23,0,1.041652,1.064633,1.007350,1.004347,1.020109,1.088525,1.333130,16296698.51,47084.01,184,15258160.21,5070.12,4357.88,0,201,201408.74,0.00,0.00,137715.18,443.520000,514,454,0.500000,0.000000,201,200,66758.72,72,80,48,201,199,42295.83,72,77,50,42,32,13175.56,10,16,6,30,15,7907.61,8,6,1,21,7,6457.73,2,5,0,19,1,1119.73,0,1,0,799,837129.56,47084.01,5027.98,527054.86,1698.880000,2066,1794,1.000000,0.000000,799,788,248623.28,328,308,152,799,785,156307.84,323,312,150,191,127,51666.92,49,51,27,145,66,41072.67,25,27,14,81,21,21364.98,9,6,6,51,7,8019.17,2,3,2
credit_high,1,24,0,1.044348,1.067767,1.008160,1.005501,1.023570,1.104126,1.333385,16297540.53,47926.03,189,15234040.39,5326.05,4484.03,0,201,206852.21,0.00,0.00,128755.89,417.880000,518,441,0.000000,0.000000,201,191,60675.55,75,81,35,201,197,39579.11,78,81,38,42,27,10688.28,8,16,3,35,19,11332.96,6,11,2,19,5,4992.01,2,2,1,20,2,1487.98,2,0,0,799,856647.93,47926.03,5190.26,497108.87,1629.000000,2040,1745,1.000000,0.000000,799,766,235792.46,325,319,122,799,780,153807.85,322,319,139,182,118,44549.51,52,51,15,125,51,32156.60,20,19,12,83,23,23229.45,9,9,5,52,7,7573.00,2,4,1
credit_high,1,25,0,1.042341,1.065753,1.006780,0.998536,1.015849,1.123924,1.323348,16298402.16,48787.66,193,15226285.99,5482.60,4620.97,0,201,204812.02,0.00,0.00,136244.81,438.840000,525,457,1.000000,0.000000,201,201,65425.42,78,79,44,201,198,40456.68,80,74,44,51,38,15353.36,22,3,13,30,13,8133.80,5,5,3,19,6,6131.56,2,3,1,23,1,743.99,1,0,0,799,867304.15,48787.66,5276.07,505985.37,1656.000000,2033,1744,1.000000,0.000000,799,796,253728.09,319,321,156,799,782,156765.32,320,306,156,175,87,33726.31,45,22,20,124,52,32224.31,23,16,13,81,20,21186.53,7,8,5,55,7,8354.81,1,4,2
credit_high,1,26,0,1.043457,1.070413,1.006320,0.991629,1.005383,1.136513,1.333620,16297182.46,47567.96,197,15209201.22,3469.37,4689.07,0,201,206638.89,0.00,0.00,132381.39,431.800000,515,447,1.000000,0.000000,201,199,64528.14,74,86,39,201,201,41299.55,79,77,45,34,25,10825.66,7,11,7,37,19,11408.10,10,4,5,18,3,4319.94,0,1,2,24,0,0.00,0,0,0,799,881342.35,47567.96,5392.93,500518.42,1656.920000,2089,1765,1.000000,0.000000,799,773,241025.06,326,314,133,799,787,157928.22,316,316,155,224,134,50052.90,60,56,18,115,45,25735.74,19,20,6,91,21,21230.70,9,8,4,61,5,4545.80,4,0,1
credit_high,1,27,0,1.043689,1.070313,1.006710,1.003185,0.992229,1.142459,1.313485,16298003.03,48388.53,198,15219242.29,5617.40,4796.83,0,201,212971.61,0.00,0.00,127877.47,428.960000,511,442,2.000000,0.000000,201,200,65441.38,70,91,39,201,200,41814.20,71,84,45,35,27,11382.74,8,13,6,28,13,7505.73,7,3,3,20,2,1733.42,1,1,0,26,0,0.00,0,0,0,799,865789.13,48388.53,5436.86,532148.18,1713.200000,2116,1804,1.000000,0.000000,799,797,255078.60,327,309,161,799,786,157390.34,317,316,153,210,121,49520.14,46,48,27,141,70,42145.42,26,30,14,103,22,20712.08,10,10,2,64,8,7301.60,4,4,0
credit_high,1,28,0,1.046761,1.073160,1.006570,1.008363,0.999630,1.152281,1.339085,16300693.09,51078.59,202,15233299.01,7528.05,4837.99,0,201,200251.17,0.00,0.00,146931.21,454.160000,545,468,0.000000,0.000000,201,200,66260.62,64,98,38,201,200,41405.24,67,93,40,52,39,15614.30,15,17,7,32,16,9612.05,6,7,3,28,7,7565.73,3,2,2,31,6,6473.27,2,3,1,799,867142.91,51078.59,5555.85,517110.09,1679.880000,2117,1783,1.000000,0.000000,799,792,251240.98,336,302,154,799,785,156815.61,333,292,160,212,117,44300.65,52,50,15,137,64,38626.88,25,26,13,105,21,21886.56,8,9,4,65,4,4239.41,2,1,1
credit_high,1,29,0,1.048468,1.073007,1.006400,1.010934,1.001496,1.179408,1.368118,16298305.17,48690.67,198,15224398.26,2547.02,4934.94,0,201,203922.28,0.00,0.00,130544.19,423.480000,530,443,1.000000,0.000000,201,194,64028.99,70,83,41,201,199,39616.59,78,85,36,45,32,12338.24,16,10,6,31,11,7646.38,3,4,4,26,6,6094.25,3,2,1,26,1,819.74,1,0,0,799,869984.63,48690.67,5442.74,510539.64,1654.560000,2122,1754,2.000000,0.000000,799,763,243425.01,330,274,159,799,775,152356.97,322,315,138,222,135,55030.38,51,57,27,136,59,33295.27,30,19,10,100,18,20999.89,4,9,5,66,4,5432.12,0,2,2
credit_high,1,30,0,1.049502,1.072280,1.005250,1.026310,0.998090,1.198993,1.338788,16301699.34,52084.84,205,15206753.17,8227.78,4833.61,0,201,208130.51,0.00,0.00,130004.66,425.880000,536,443,2.000000,0.000000,201,197,63505.29,71,91,35,201,198,41358.78,69,85,44,40,26,9171.89,13,12,1,40,18,11382.43,7,6,5,25,1,1109.13,0,1,0,29,3,3477.14,1,1,1,799,886815.66,52084.84,5650.77,502334.83,1642.520000,2114,1753,2.000000,0.000000,799,763,235969.11,329,309,125,799,787,155851.07,331,305,151,205,116,47044.79,43,54,19,140,65,38562.00,26,27,12,100,19,21640.83,5,10,4,71,3,3267.03,0,3,0
credit_high,1,31,0,1.048665,1.070620,1.004290,1.017171,1.022804,1.187884,1.313998,16298525.41,48910.91,201,15193816.16,1849.29,5023.22,0,201,201261.42,0.00,0.00,141085.72,448.680000,551,465,1.000000,0.000000,201,201,67145.28,77,74,50,201,201,41160.07,83,71,47,52,41,17196.71,19,10,12,36,14,7558.17,7,6,1,31,4,3858.51,3,0,1,30,4,4166.98,2,1,1,799,903447.83,48910.91,5559.55,495961.85,1654.360000,2089,1749,2.000000,0.000000,799,798,253847.42,322,326,150,799,783,157188.79,308,322,153,176,94,37118.15,48,25,21,135,60,34360.69,26,27,7,99,10,8620.62,8,1,1,81,4,4826.18,0,3,1
credit_high,1,32,0,1.048529,1.073273,1.004110,1.007959,1.029503,1.168580,1.304508,16298956.61,49342.11,203,15202697.43,5380.05,4948.85,0,201,201351.10,0.00,0.00,134123.50,429.200000,537,452,2.000000,0.000000,201,201,66373.91,70,90,41,201,201,39746.07,82,82,37,36,23,8481.57,10,11,2,39,17,9503.20,9,6,2,33,10,10018.75,4,5,1,27,0,0.00,0,0,0,799,894908.08,49342.11,5606.83,524742.35,1689.800000,2140,1791,2.000000,0.000000,799,798,255414.81,329,310,159,799,777,153252.51,318,318,141,216,127,47329.44,57,56,14,134,63,40783.53,21,27,15,105,17,19085.15,6,6,5,87,9,8876.91,4,4,1
credit_high,1,33,0,1.050088,1.074167,1.003240,1.010592,1.035717,1.182783,1.313273,16299131.63,49517.13,204,15204885.92,5162.12,4987.10,0,201,206714.22,0.00,0.00,128851.94,426.240000,531,438,4.000000,0.000000,201,199,65619.59,74,82,43,201,198,41181.88,70,84,44,40,26,10672.19,9,12,5,34,13,8650.32,5,4,4,27,2,2727.96,0,1,1,28,0,0.00,0,0,0,799,887531.49,49517.13,5624.02,523321.13,1689.760000,2148,1784,2.000000,0.000000,799,791,252619.87,326,311,154,799,782,155343.92,330,296,156,210,130,52066.42,58,44,28,140,59,37285.94,23,23,13,106,12,15498.80,1,6,5,94,10,10506.18,4,4,2
credit_high,1,34,0,1.050275,1.073660,1.002490,1.013688,1.040944,1.165681,1.362415,16301390.36,51775.86,207,15214644.52,7259.99,5001.26,0,201,206183.73,0.00,0.00,134746.26,441.680000,549,456,3.000000,0.000000,201,201,67041.29,67,92,42,201,201,41122.77,74,85,42,53,39,15995.84,13,19,7,33,10,6250.56,4,4,2,33,5,4335.80,3,2,0,28,0,0.00,0,0,0,799,880562.11,51775.86,5712.17,524996.92,1698.160000,2152,1792,2.000000,0.000000,799,796,254476.60,330,308,158,799,789,158187.83,316,315,158,197,120,46245.84,54,48,18,145,62,38367.95,24,27,11,121,23,25459.00,8,9,6,91,2,2259.70,0,2,0
