scenario,seed,tick,warmup,cpi,cpi_food,cpi_leisure,cpi_clothing,cpi_hobby,cpi_electronics,cpi_appliances,cpi_category_food,cpi_category_leisure,cpi_category_clothing,cpi_category_hobby,cpi_category_electronics,cpi_category_appliances,money_stock,loans_outstanding,loans_live,pool,money_created,money_destroyed,rationed,abstainer_households,abstainer_cash,abstainer_loans_outstanding,abstainer_debt_service,abstainer_spend,abstainer_quality,abstainer_wanted,abstainer_obtained,abstainer_wait_median,abstainer_wait_median_met,abstainer_food_wanted,abstainer_food_obtained,abstainer_food_spend,abstainer_food_budget_units,abstainer_food_standard_units,abstainer_food_premium_units,abstainer_leisure_wanted,abstainer_leisure_obtained,abstainer_leisure_spend,abstainer_leisure_budget_units,abstainer_leisure_standard_units,abstainer_leisure_premium_units,abstainer_clothing_wanted,abstainer_clothing_obtained,abstainer_clothing_spend,abstainer_clothing_budget_units,abstainer_clothing_standard_units,abstainer_clothing_premium_units,abstainer_hobby_wanted,abstainer_hobby_obtained,abstainer_hobby_spend,abstainer_hobby_budget_units,abstainer_hobby_standard_units,abstainer_hobby_premium_units,abstainer_electronics_wanted,abstainer_electronics_obtained,abstainer_electronics_spend,abstainer_electronics_budget_units,abstainer_electronics_standard_units,abstainer_electronics_premium_units,abstainer_appliances_wanted,abstainer_appliances_obtained,abstainer_appliances_spend,abstainer_appliances_budget_units,abstainer_appliances_standard_units,abstainer_appliances_premium_units,borrower_households,borrower_cash,borrower_loans_outstanding,borrower_debt_service,borrower_spend,borrower_quality,borrower_wanted,borrower_obtained,borrower_wait_median,borrower_wait_median_met,borrower_food_wanted,borrower_food_obtained,borrower_food_spend,borrower_food_budget_units,borrower_food_standard_units,borrower_food_premium_units,borrower_leisure_wanted,borrower_leisure_obtained,borrower_leisure_spend,borrower_leisure_budget_units,borrower_leisure_standard_units,borrower_leisure_premium_units,borrower_clothing_wanted,borrower_clothing_obtained,borrower_clothing_spend,borrower_clothing_budget_units,borrower_clothing_standard_units,borrower_clothing_premium_units,borrower_hobby_wanted,borrower_hobby_obtained,borrower_hobby_spend,borrower_hobby_budget_units,borrower_hobby_standard_units,borrower_hobby_premium_units,borrower_electronics_wanted,borrower_electronics_obtained,borrower_electronics_spend,borrower_electronics_budget_units,borrower_electronics_standard_units,borrower_electronics_premium_units,borrower_appliances_wanted,borrower_appliances_obtained,borrower_appliances_spend,borrower_appliances_budget_units,borrower_appliances_standard_units,borrower_appliances_premium_units
credit_off,4,11,1,1.030171,1.054073,1.012010,1.023521,0.963831,1.011747,1.117050,1.054073,1.012010,1.023521,0.963831,1.011747,1.117050,16304366.75,0.00,0,15270519.81,0.00,0.00,0,200,201919.33,0.00,0.00,143493.74,450.440000,540,461,0.000000,0.000000,200,198,64595.92,74,79,45,200,195,40484.39,70,84,41,65,39,16931.60,11,19,9,46,22,13606.19,6,11,5,14,3,3942.94,0,1,2,15,4,3932.70,2,0,2,800,831927.61,0.00,0.00,511032.73,1690.840000,2071,1789,1.000000,0.000000,800,798,249397.88,326,321,151,800,784,157465.11,317,316,151,219,122,49649.12,50,48,24,154,61,34623.92,27,22,12,62,18,14893.00,11,4,3,36,6,5003.70,2,4,0
credit_off,4,12,1,1.032063,1.054080,1.011300,1.032258,0.974336,1.006328,1.167190,1.054080,1.011300,1.032258,0.974336,1.006328,1.167190,16304366.75,0.00,0,15259247.59,0.00,0.00,0,200,212032.36,0.00,0.00,120977.71,403.200000,523,432,1.000000,0.000000,200,197,60140.40,90,70,37,200,195,38318.10,89,68,38,53,20,8755.80,8,6,6,38,12,6575.66,6,4,2,19,5,3934.49,2,3,0,13,3,3253.26,0,2,1,800,833086.80,0.00,0.00,519924.74,1704.200000,2084,1797,1.000000,0.000000,800,796,252188.10,310,330,156,800,782,156805.72,306,332,144,220,127,51548.67,59,41,27,152,65,36009.30,27,29,9,76,20,17288.69,9,8,3,36,7,6084.26,4,2,1
credit_off,4,13,1,1.032728,1.054347,1.010250,1.030553,0.969918,1.025002,1.219625,1.054347,1.010250,1.030553,0.969918,1.025002,1.219625,16304366.75,0.00,0,15252881.52,0.00,0.00,0,200,209932.87,0.00,0.00,133190.23,434.240000,531,452,1.000000,0.000000,200,200,64562.27,82,71,47,200,197,40388.20,75,81,41,65,37,15550.08,12,18,7,32,10,5175.54,5,4,1,19,5,4362.51,3,1,1,15,3,3151.63,1,1,1,800,841552.36,0.00,0.00,512618.37,1684.160000,2032,1764,1.000000,0.000000,800,799,251557.20,317,329,153,800,786,158923.85,311,319,156,178,103,43013.98,38,44,21,135,46,30681.44,10,22,14,79,23,21836.53,8,10,5,40,7,6605.37,3,3,1
credit_off,4,14,1,1.032745,1.054773,1.010120,1.022966,0.957252,1.052649,1.262410,1.054773,1.010120,1.022966,0.957252,1.052649,1.262410,16304366.75,0.00,0,15247671.06,0.00,0.00,0,200,222511.88,0.00,0.00,118511.73,403.080000,514,435,2.500000,0.000000,200,196,59825.98,87,74,35,200,196,38892.12,86,71,39,52,28,9100.61,19,8,1,31,10,5971.10,3,5,2,16,2,1894.38,0,2,0,15,3,2827.54,1,2,0,800,834183.81,0.00,0.00,528452.48,1716.440000,2076,1807,1.000000,0.000000,800,791,249375.16,313,326,152,800,791,159715.64,310,327,154,202,124,48927.88,48,59,17,157,69,39637.13,28,27,14,78,25,23524.93,11,9,5,39,7,7271.74,3,2,2
credit_off,4,15,1,1.032813,1.054873,1.009260,1.020980,0.954964,1.057156,1.302123,1.054873,1.009260,1.020980,0.954964,1.057156,1.302123,16304366.75,0.00,0,15244037.35,0.00,0.00,0,200,222543.03,0.00,0.00,131059.59,436.080000,520,446,2.500000,0.000000,200,199,65920.27,72,79,48,200,196,41359.92,70,80,46,57,38,15244.07,16,15,7,33,12,7764.09,2,7,3,15,0,0.00,0,0,0,15,1,771.24,1,0,0,800,837786.37,0.00,0.00,517481.37,1701.400000,2062,1791,1.000000,0.000000,800,799,249432.91,328,321,150,800,789,158726.28,315,320,154,198,123,51185.54,45,52,26,144,55,33468.76,19,22,14,76,18,18015.92,5,9,4,44,7,6651.96,3,4,0
credit_off,4,16,1,1.033026,1.055300,1.009510,1.029147,0.949414,1.039543,1.320168,1.055300,1.009510,1.029147,0.949414,1.039543,1.320168,16304366.75,0.00,0,15235304.77,0.00,0.00,0,200,223963.65,0.00,0.00,129670.12,418.960000,521,436,2.000000,0.000000,200,198,64505.34,75,78,45,200,192,38907.12,78,74,40,38,19,7551.61,8,8,3,42,20,12053.20,7,8,5,22,6,5862.33,3,1,2,19,1,790.52,1,0,0,800,845098.33,0.00,0.00,513771.97,1682.880000,2073,1780,1.000000,0.000000,800,797,250436.76,325,317,155,800,769,152926.25,322,300,147,201,130,52867.02,56,48,26,151,62,35108.82,25,25,12,73,15,14591.61,6,5,4,48,7,7841.51,2,3,2
credit_off,4,17,1,1.032009,1.055420,1.007800,1.023019,0.955662,1.027579,1.325883,1.055420,1.007800,1.023019,0.955662,1.027579,1.325883,16304366.75,0.00,0,15223455.97,0.00,0.00,0,200,223125.95,0.00,0.00,131928.44,429.960000,533,453,2.000000,0.000000,200,196,62215.89,77,80,39,200,196,38781.87,81,79,36,58,41,16219.68,18,16,7,36,15,9508.11,4,7,4,20,4,3709.74,2,1,1,19,1,1493.15,0,0,1,800,857784.83,0.00,0.00,508397.43,1683.800000,2062,1785,1.000000,0.000000,800,792,248656.23,323,316,153,800,783,155205.95,319,321,143,193,125,51688.05,48,51,26,143,60,30136.50,29,26,5,79,22,19656.27,9,10,3,47,3,3054.43,2,0,1
credit_off,4,18,1,1.031428,1.054773,1.006810,1.031638,0.948758,1.031040,1.288018,1.054773,1.006810,1.031638,0.948758,1.031040,1.288018,16304366.75,0.00,0,15181372.67,0.00,0.00,0,200,233303.54,0.00,0.00,120913.15,405.640000,517,425,3.000000,0.000000,200,193,60245.35,82,73,38,200,193,39945.13,76,72,45,37,20,8529.72,11,2,7,41,15,8081.00,8,4,3,19,3,3043.62,1,1,1,20,1,1068.33,0,1,0,800,889690.54,0.00,0.00,489178.22,1639.280000,2054,1750,2.000000,0.000000,800,774,237923.13,318,327,129,800,787,155928.32,317,328,142,195,116,44238.23,56,45,15,130,48,24903.40,25,16,7,77,20,19993.85,5,10,5,52,5,6191.29,0,3,2
credit_off,4,19,1,1.029640,1.054820,1.006660,1.021844,0.936705,1.041277,1.268988,1.054820,1.006660,1.021844,0.936705,1.041277,1.268988,16304366.75,0.00,0,15187201.73,0.00,0.00,0,200,224957.38,0.00,0.00,139436.90,444.280000,536,457,1.000000,0.000000,200,200,64959.14,76,79,45,200,196,40672.79,78,71,47,54,38,16452.18,13,15,10,38,15,8629.92,7,4,4,23,6,6506.65,1,3,2,21,2,2216.22,1,0,1,800,892207.64,0.00,0.00,518566.83,1706.960000,2058,1792,2.000000,0.000000,800,799,251300.95,323,321,155,800,789,158891.61,307,329,153,182,113,47351.37,38,52,23,147,68,38242.80,26,29,13,75,16,15912.75,5,7,4,54,7,6867.35,3,3,1
credit_off,4,20,0,1.033458,1.060107,1.008980,1.019884,0.945842,1.038927,1.289715,1.060107,1.008980,1.019884,0.945842,1.038927,1.289715,16304366.75,0.00,0,15180544.34,0.00,0.00,0,200,231061.78,0.00,0.00,124986.34,415.400000,525,445,4.000000,0.000000,200,199,62257.89,90,67,42,200,198,39140.34,89,69,40,44,28,10184.21,15,10,3,36,14,7501.00,8,3,3,24,5,4372.42,3,1,1,21,1,1530.48,0,0,1,800,892760.63,0.00,0.00,520530.94,1691.680000,2075,1768,1.000000,0.000000,800,777,247805.87,310,309,158,800,776,157272.62,311,305,160,193,121,52076.59,40,51,30,149,69,39828.91,25,30,14,80,19,17808.63,8,7,4,53,6,5738.32,2,4,0
credit_off,4,21,0,1.033866,1.060547,1.009850,1.018617,0.953074,1.030373,1.277255,1.060547,1.009850,1.018617,0.953074,1.030373,1.277255,16304366.75,0.00,0,15187799.65,0.00,0.00,0,200,231998.12,0.00,0.00,130154.40,427.320000,537,449,2.000000,0.000000,200,200,63632.80,80,80,40,200,196,39856.02,75,82,39,54,32,12603.01,10,19,3,36,14,7162.25,6,7,1,26,6,6160.08,2,2,2,21,1,740.24,1,0,0,800,884568.98,0.00,0.00,529275.58,1726.280000,2073,1807,1.000000,0.000000,800,799,254344.75,319,320,160,800,791,160581.67,312,318,161,195,129,53389.43,53,46,30,137,66,38180.06,26,26,14,82,15,15438.19,3,8,4,59,7,7341.48,3,2,2
credit_off,4,22,0,1.034925,1.062467,1.011100,1.019209,0.954186,1.021103,1.277855,1.062467,1.011100,1.019209,0.954186,1.021103,1.277855,16304366.75,0.00,0,15176044.61,0.00,0.00,0,200,237377.96,0.00,0.00,125710.90,414.360000,529,437,3.000000,0.000000,200,196,62982.68,84,67,45,200,198,39833.13,84,73,41,41,20,7318.88,10,8,2,41,17,9755.99,6,8,3,25,5,4290.70,3,1,1,22,1,1529.52,0,0,1,800,890944.18,0.00,0.00,514708.73,1677.920000,2079,1766,1.000000,0.000000,800,780,247810.92,316,309,155,800,781,158053.10,316,306,159,196,120,46717.68,57,42,21,131,55,33415.96,19,22,14,94,23,21808.70,8,10,5,58,7,6902.37,3,3,1
credit_off,4,23,0,1.034399,1.062080,1.011050,1.009982,0.953581,1.041382,1.266665,1.062080,1.011050,1.009982,0.953581,1.041382,1.266665,16304366.75,0.00,0,15174760.70,0.00,0.00,0,200,234539.79,0.00,0.00,133928.91,427.840000,558,450,1.000000,0.000000,200,195,60443.28,85,74,36,200,194,39207.02,80,74,40,62,33,14206.13,8,18,7,46,21,12873.45,8,7,6,27,7,7199.03,2,3,2,23,0,0.00,0,0,0,800,895066.26,0.00,0.00,516961.85,1690.520000,2097,1783,1.000000,0.000000,800,783,245884.04,315,326,142,800,782,158961.16,308,315,159,201,134,53099.04,59,49,26,137,54,30205.72,25,18,11,95,21,19418.70,9,8,4,64,9,9393.19,3,4,2
credit_off,4,24,0,1.036249,1.062073,1.010030,1.021563,0.959405,1.049346,1.284455,1.062073,1.010030,1.021563,0.959405,1.049346,1.284455,16304366.75,0.00,0,15152253.99,0.00,0.00,0,200,241891.43,0.00,0.00,123739.10,409.640000,534,431,4.000000,0.000000,200,197,62254.13,88,66,43,200,194,39378.44,83,68,43,49,22,9305.38,11,4,7,37,13,8164.20,5,4,4,24,3,2851.92,0,3,0,24,2,1785.03,1,1,0,800,910221.33,0.00,0.00,505928.86,1677.480000,2085,1785,1.000000,0.000000,800,787,247473.95,312,334,141,800,787,155718.59,317,332,138,183,123,47566.10,54,52,17,148,67,36763.06,28,29,10,92,17,15160.37,7,8,2,62,4,3246.79,3,1,0
credit_off,4,25,0,1.034662,1.062940,1.009250,1.013167,0.957831,1.035836,1.265378,1.062940,1.009250,1.013167,0.957831,1.035836,1.265378,16304366.75,0.00,0,15135034.27,0.00,0.00,0,200,242576.07,0.00,0.00,130406.10,429.880000,548,443,3.500000,0.000000,200,199,65798.49,79,70,50,200,194,40402.21,78,69,47,65,35,15528.55,10,15,10,34,11,4551.38,8,3,0,26,3,3097.68,1,1,1,23,1,1027.79,0,1,0,800,926756.41,0.00,0.00,504548.85,1677.960000,2068,1765,2.000000,0.000000,800,799,252563.13,320,329,150,800,788,158108.27,309,331,148,173,102,44055.39,27,52,23,127,51,27980.15,16,30,5,101,20,15779.80,10,10,0,67,5,6062.11,0,3,2
credit_off,4,26,0,1.034817,1.067087,1.008770,1.010017,0.945315,1.027691,1.265040,1.067087,1.008770,1.010017,0.945315,1.027691,1.265040,16304366.75,0.00,0,15103758.28,0.00,0.00,0,200,249525.86,0.00,0.00,124140.95,415.560000,550,441,3.500000,0.000000,200,196,61040.50,82,80,34,200,196,40723.88,77,73,46,58,34,11348.29,21,11,2,33,8,5553.41,3,1,4,33,6,4447.08,4,2,0,26,1,1027.79,0,1,0,800,951082.61,0.00,0.00,496757.73,1638.080000,2114,1742,2.000000,0.000000,800,760,234445.06,318,320,122,800,789,157870.55,315,325,149,192,100,38930.36,46,36,18,145,65,37803.08,22,30,13,109,21,20364.31,7,9,5,68,7,7344.37,3,2,2
credit_off,4,27,0,1.034300,1.066247,1.007980,1.002867,0.943331,1.053473,1.263890,1.066247,1.007980,1.002867,0.943331,1.053473,1.263890,16304366.75,0.00,0,15114982.99,0.00,0.00,0,200,244613.54,0.00,0.00,136003.06,437.040000,550,450,3.500000,0.000000,200,200,64705.06,78,80,42,200,196,41133.94,72,78,46,56,33,14142.86,11,13,9,37,12,7870.29,3,5,4,30,7,6424.60,3,3,1,27,2,1726.31,1,1,0,800,944770.22,0.00,0.00,527396.32,1719.680000,2134,1810,1.000000,0.000000,800,799,254980.22,321,320,158,800,788,158583.98,312,322,154,221,134,52688.22,56,54,24,135,63,35182.75,28,22,13,108,19,19179.28,6,8,5,70,7,6781.87,3,3,1
credit_off,4,28,0,1.038699,1.070733,1.008980,1.017775,0.941157,1.068048,1.271005,1.070733,1.008980,1.017775,0.941157,1.068048,1.271005,16304366.75,0.00,0,15111975.73,0.00,0.00,0,200,238908.18,0.00,0.00,136796.10,426.840000,548,451,4.500000,0.000000,200,199,63119.11,87,71,41,200,195,38950.54,86,68,41,43,26,10524.26,12,8,6,45,19,10918.34,9,5,5,34,9,9960.41,3,2,4,26,3,3323.44,1,1,1,800,953482.84,0.00,0.00,512371.31,1691.240000,2119,1777,2.000000,0.000000,800,790,252387.05,313,327,150,800,786,157991.22,314,319,153,207,125,53027.00,39,59,27,134,58,33431.50,21,25,12,108,12,10252.80,8,2,2,70,6,5281.74,3,3,0
credit_off,4,29,0,1.038651,1.070107,1.007890,1.024100,0.944373,1.060954,1.267738,1.070107,1.007890,1.024100,0.944373,1.060954,1.267738,16304366.75,0.00,0,15091871.82,0.00,0.00,0,200,250179.08,0.00,0.00,119819.84,402.120000,542,429,6.000000,0.000000,200,190,58063.98,90,66,34,200,195,38063.45,85,75,35,50,28,13093.92,8,10,10,41,14,9269.75,4,5,5,28,2,1328.74,2,0,0,23,0,0.00,0,0,0,800,962315.85,0.00,0.00,512250.92,1668.640000,2145,1766,2.000000,0.000000,800,760,242437.88,310,301,149,800,786,156640.16,315,325,146,216,126,49675.99,59,44,23,136,67,35964.13,29,28,10,118,17,17390.86,6,6,5,75,10,10141.90,4,4,2
credit_off,4,30,0,1.037175,1.068160,1.006950,1.025372,0.944283,1.044523,1.286785,1.068160,1.006950,1.025372,0.944283,1.044523,1.286785,16304366.75,0.00,0,15080644.53,0.00,0.00,0,200,247269.93,0.00,0.00,133999.89,427.960000,545,443,5.000000,0.000000,200,200,64905.40,79,78,43,200,195,40639.32,73,77,45,44,19,8193.16,7,7,5,42,20,10880.86,10,6,4,34,8,8660.89,2,3,3,25,1,720.26,1,0,0,800,976452.29,0.00,0.00,506947.49,1691.840000,2117,1784,2.000000,0.000000,800,800,255542.60,321,322,157,800,787,158640.90,309,323,155,213,133,53238.14,52,60,21,117,45,23515.44,21,18,6,114,15,12249.65,7,8,0,73,4,3760.76,3,0,1
credit_off,4,31,0,1.036894,1.070887,1.007280,1.026446,0.931441,1.035076,1.254955,1.070887,1.007280,1.026446,0.931441,1.035076,1.254955,16304366.75,0.00,0,15072287.32,0.00,0.00,0,200,246918.61,0.00,0.00,131442.06,428.920000,553,453,5.000000,0.000000,200,196,61649.89,81,80,35,200,198,39967.92,79,79,40,60,38,15319.85,16,15,7,37,15,8604.33,5,7,3,30,5,5170.81,2,1,2,26,1,729.26,1,0,0,800,985160.82,0.00,0.00,512375.40,1678.800000,2124,1768,3.000000,0.000000,800,785,249001.38,319,320,146,800,786,158479.26,316,311,159,182,104,44065.62,41,37,26,140,68,38004.98,28,26,14,128,22,20636.38,8,10,4,74,3,2187.78,3,0,0
